molecule_chembl_id,units,smiles,IC50_norm,pIC50,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL2171307,nM,COCC(=O)N[C@@H](Cc1ccc(F)cc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,5.0,8.301029995663981,Active,513.6540000000005,3.8800000000000017,3.0,6.0
CHEMBL4108178,nM,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@@H]2COCCO2)C3=O)C[C@@H]1C,5.0,8.301029995663981,Active,452.5550000000004,1.9493799999999994,1.0,7.0
CHEMBL2178165,nM,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)CN3CCC3)c(Cl)c2)cc1,5.0,8.301029995663981,Active,541.0770000000003,3.977840000000003,3.0,6.0
CHEMBL266565,nM,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccc(Cl)c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,5.0,8.301029995663981,Active,706.2959999999999,5.540800000000005,4.0,6.0
CHEMBL3680868,nM,C[C@]1(c2cc(NC(=O)c3cnc(OCC4CC4)cn3)ccc2F)N=C(N)OC[C@@H]1F,5.0,8.301029995663981,Active,417.4160000000001,2.5550000000000006,2.0,7.0
CHEMBL3979180,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(=O)O)C1=O,5.0,8.301029995663981,Active,421.49700000000024,2.0164,2.0,5.0
CHEMBL3672723,nM,COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@@H](OC)CC2)c1,5.0,8.301029995663981,Active,442.5630000000004,4.739980000000004,1.0,6.0
CHEMBL2177107,nM,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)C)cc21,5.0,8.301029995663981,Active,451.61100000000033,3.724300000000002,3.0,5.0
CHEMBL5892206,nM,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3ncc(C(F)(F)F)cc3Cl)ccc2F)CS1(=O)=O,5.0,8.301029995663981,Active,494.87300000000016,4.165600000000003,1.0,5.0
CHEMBL6046541,nM,Cc1cc(C#N)cnc1/C(F)=C/c1ccc(F)c([C@]2(C)CS(=O)(=O)N(C)C(N)=N2)c1,5.0,8.301029995663981,Active,431.4680000000002,2.6734999999999998,1.0,6.0
CHEMBL3680867,nM,C[C@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)N=C(N)OC[C@@H]1F,5.0,8.301029995663981,Active,397.3320000000001,2.7038,2.0,6.0
CHEMBL2331708,nM,NC1=N[C@@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)C[C@H]2CCS1,5.0,8.301029995663981,Active,372.8810000000001,3.6541000000000023,2.0,5.0
CHEMBL1096683,nM,C[C@@H](NC(=O)c1cc(-c2ncc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,5.0,8.301029995663981,Active,550.6560000000002,4.784100000000004,2.0,6.0
CHEMBL3127080,nM,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@]12C,5.1,8.292429823902063,Active,396.42200000000025,2.0572999999999997,1.0,6.0
CHEMBL2407491,nM,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2,5.1,8.292429823902063,Active,598.7880000000001,4.906300000000004,3.0,7.0
CHEMBL3917225,nM,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1ncc(C3=CCCOC3)cc12,5.1,8.292429823902063,Active,503.9460000000003,4.270300000000003,2.0,8.0
CHEMBL5858919,nM,COC1CCC2(CC1)Cc1ccc(C#CCC(C)C)cc1C21NC(=S)N(C)C1=O,5.1,8.292429823902063,Active,410.58300000000014,3.757500000000003,1.0,3.0
CHEMBL4113779,nM,COC1CCC2(CC1)Cc1ccc(C#CCC(C)C)cc1[C@]21N=C(N)N(C)C1=O,5.1,8.292429823902063,Active,393.5310000000002,3.197700000000001,1.0,4.0
CHEMBL5892071,nM,C=C(C)c1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)C(C)(C)C(N)=N2)c1,5.18,8.285670240254767,Active,478.97700000000026,3.938900000000002,2.0,6.0
CHEMBL3359752,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1ncc(C3=CCOCC3)cc12,5.2,8.2839966563652,Active,430.43900000000025,3.7806000000000033,1.0,7.0
CHEMBL3653698,nM,COC1CCC2(CC1)Oc1ccc(-c3cncc(Cl)c3)cc1C21N=C(C)C(N)=N1,5.2,8.2839966563652,Active,410.9050000000002,4.106700000000004,1.0,6.0
CHEMBL3359753,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1ncc(C3=CCCOC3)cc12,5.2,8.2839966563652,Active,430.43900000000025,3.7806000000000024,1.0,7.0
CHEMBL1915978,nM,CCC[C@@H](O)[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,5.2,8.2839966563652,Active,637.7680000000001,4.162300000000003,4.0,6.0
CHEMBL6056210,nM,CCCSC1=NC2(C(=O)N1CCC)c1cc(C#CC3CC3)ccc1CC21CCC(OC)CC1,5.2,8.2839966563652,Active,464.6750000000004,5.526300000000006,0.0,4.0
CHEMBL6042376,nM,CC1(C)C(N)=N[C@](C)(c2cc(Nc3nccc4nc(C(F)(F)F)cnc34)ccc2F)CS1(=O)=O,5.2,8.2839966563652,Active,496.4900000000002,3.705700000000002,2.0,8.0
CHEMBL3972170,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(C#N)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,5.2,8.2839966563652,Active,423.5200000000002,4.212960000000003,1.0,6.0
CHEMBL3958023,nM,CCCN1C(=O)C2(N=C1N)c1cc(C#CC3CC3)ccc1CC21CCC(OC)CC1,5.2,8.2839966563652,Active,405.54200000000026,3.341800000000002,1.0,4.0
CHEMBL5996228,nM,C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cn2nncc2C(N)=N1,5.25,8.279840696594043,Active,383.36200000000014,1.8378999999999994,2.0,7.0
CHEMBL3980499,nM,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(N)N(CCF)C1=O,5.3,8.275724130399212,Active,411.5210000000002,2.4185000000000008,2.0,4.0
CHEMBL5886238,nM,N#CC1(Cc2ccc(Br)cc2I)CCc2ccccc2CC1,5.3,8.275724130399212,Active,466.1600000000002,5.685180000000004,0.0,1.0
CHEMBL3657419,nM,CCc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,5.3,8.275724130399212,Active,426.5640000000003,4.903680000000004,1.0,5.0
CHEMBL3900416,nM,CN1OC2(N=C1N)c1cc(-c3cccnc3)ccc1CC21CCc2ccccc2CC1,5.3,8.275724130399212,Active,410.52100000000036,4.2146000000000035,1.0,5.0
CHEMBL3656148,nM,CN1C(=O)C2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2ccccc2CC1,5.3,8.275724130399212,Active,446.55400000000037,4.328780000000004,1.0,4.0
CHEMBL3653697,nM,COC1CCC2(CC1)Oc1ccc(-c3cccc(Cl)c3)cc1C21N=C(C)C(N)=N1,5.3,8.275724130399212,Active,409.9170000000002,4.711700000000005,1.0,5.0
CHEMBL5761055,nM,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)N(CCF)C1=O,5.3,8.275724130399212,Active,426.5570000000002,3.461100000000002,1.0,3.0
CHEMBL3973057,nM,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(C)C1=O,5.4,8.267606240177031,Active,381.52000000000015,3.1427000000000005,1.0,4.0
CHEMBL3902076,nM,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCOCC4)nc(F)c2O3)c(C)c1,5.4,8.267606240177031,Active,547.6120000000003,4.789620000000004,2.0,9.0
CHEMBL3683793,nM,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,5.4,8.267606240177031,Active,431.37400000000014,1.9173,2.0,7.0
CHEMBL3924244,nM,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(Cc2cnc3ccccc3n2)C1=O,5.4,8.267606240177031,Active,505.6220000000003,4.075200000000002,1.0,6.0
CHEMBL4437405,nM,C[C@H]1SC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(F)cn3)ccc2F)C12CC(F)(F)C2,5.4,8.267606240177031,Active,453.46500000000015,4.087800000000002,2.0,6.0
CHEMBL5875174,nM,COc1cnc2c(Nc3ccc(F)c([C@]4(C)CS(=O)(=O)C(C)(C)C(N)=N4)c3)nccc2c1,5.4,8.267606240177031,Active,457.5310000000002,3.3005000000000013,2.0,8.0
CHEMBL5817161,nM,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@]4(CO)[C@H]3C4(F)F)c2)cn1,5.4,8.267606240177031,Active,478.4710000000001,3.3682000000000016,2.0,7.0
CHEMBL5993106,nM,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)cnc1F)N=C(N)S2,5.44,8.26440110030182,Active,454.5060000000001,3.0785800000000014,1.0,7.0
CHEMBL4592239,nM,C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SCC12CC(F)(F)C2,5.5,8.259637310505756,Active,469.4640000000002,3.8660000000000023,2.0,7.0
CHEMBL3937468,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(F)c3)cc1C21N=C(C)C(N)=N1,5.5,8.259637310505756,Active,392.4780000000002,4.003700000000002,1.0,5.0
CHEMBL4279496,nM,CC1(C#Cc2cncc(-c3ccc4c(c3)[C@@]3(COC(N)=N3)c3cc(C5=CCOCC5)ncc3O4)c2)COC1,5.5,8.259637310505756,Active,506.5620000000004,4.029500000000002,1.0,8.0
CHEMBL2181887,nM,CC(=O)N[C@@H](Cc1ccc2c(c1)OCO2)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,5.5,8.259637310505756,Active,509.6470000000004,3.8431000000000015,3.0,7.0
CHEMBL2181891,nM,COCC(=O)N[C@@H](Cc1cccc(-c2nccn2C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,5.5,8.259637310505756,Active,575.7540000000004,4.141400000000001,3.0,8.0
CHEMBL5073381,nM,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4c(C#N)cnc4C(N)=N3)c2)cn1,5.5,8.259637310505756,Active,420.40800000000013,1.5790799999999998,2.0,9.0
CHEMBL3688704,nM,C#CCOc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,5.6,8.2518119729938,Active,429.83900000000017,2.2925000000000004,2.0,7.0
CHEMBL2181908,nM,CC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,5.6,8.2518119729938,Active,548.7530000000004,5.237900000000005,3.0,7.0
CHEMBL255838,nM,CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,5.6,8.2518119729938,Active,832.8950000000001,-0.23739999999999178,10.0,12.0
CHEMBL3359762,nM,CC(C)(O)C#Cc1cnc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,5.6,8.2518119729938,Active,430.4390000000001,3.0993000000000013,2.0,7.0
CHEMBL4445405,nM,C[C@@]1(c2cc(NC(=O)c3ccc(OCF)cn3)ccc2F)C[C@@H](C(F)(F)F)SC(N)=N1,5.67,8.246416941107093,Active,460.4280000000001,4.376500000000003,2.0,6.0
CHEMBL3688661,nM,CC#CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,5.7,8.244125144327509,Active,444.41300000000007,3.068900000000001,2.0,6.0
CHEMBL3653722,nM,CCC1=NC2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1C[C@]21CC[C@@H](OC)CC1,5.7,8.244125144327509,Active,422.9600000000003,4.908100000000004,1.0,5.0
CHEMBL5850522,nM,C[C@]1(c2cc(/C=C(\F)c3cnc(Cl)cn3)ccc2F)N=C(N)S[C@@]2(S(C)(=O)=O)C[C@H]21,5.7,8.244125144327509,Active,470.95400000000024,3.774200000000002,1.0,7.0
CHEMBL3672730,nM,COC1CCC2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,5.7,8.244125144327509,Active,446.9820000000003,5.384780000000006,1.0,5.0
CHEMBL5854283,nM,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)CC2(CCC2)OC(N)=N1,5.7,8.244125144327509,Active,420.84700000000026,4.138400000000002,2.0,5.0
CHEMBL3923132,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(F)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,5.7,8.244125144327509,Active,416.5000000000002,4.480380000000004,1.0,5.0
CHEMBL1915994,nM,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H](CC(C)C)C2=O)C1,5.7,8.244125144327509,Active,599.763,4.406100000000003,3.0,5.0
CHEMBL6005585,nM,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC)C[C@H]43)c2)cn1,5.77,8.238824186844269,Active,469.51700000000017,2.8767000000000023,2.0,7.0
CHEMBL2151151,nM,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,5.8,8.236572006437063,Active,465.6380000000004,4.114400000000003,3.0,5.0
CHEMBL5906805,nM,CC1(C)CC2CC(C)(CN2C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)C1,5.82,8.235077015350111,Active,561.702,6.022580000000006,1.0,6.0
CHEMBL5279409,nM,O=C1Cc2cc(N3C(=O)c4ccccc4C3=O)ccc2CN1C(=O)c1ccccc1,5.87,8.231361898752386,Active,396.40200000000016,3.2123000000000017,0.0,4.0
CHEMBL6046905,nM,COC[C@@H]1CCCN1C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(Cl)cn3)ccc1F)N=C(N)S2,5.87,8.231361898752386,Active,533.0440000000001,5.014500000000004,1.0,6.0
CHEMBL3656128,nM,COc1cc(Cl)cc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)C2(CCC(OC)CC2)C3)c1,5.9,8.229147988357855,Active,441.95900000000034,4.4916000000000045,1.0,6.0
CHEMBL5855454,nM,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(C)=O)C[C@H]43)c2)cn1,5.9,8.229147988357855,Active,454.5020000000002,3.7197000000000022,1.0,7.0
CHEMBL5184228,nM,C[C@@]1(c2cc(-c3cc4c(cn3)OC(F)(F)O4)ccc2F)CC[C@@](C)(S(=O)(=O)C(F)(F)F)C(N)=N1,5.9,8.229147988357855,Active,509.42800000000017,4.268700000000003,1.0,7.0
CHEMBL2181916,nM,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cccc(-c3nccs3)c1)NC(=O)[C@@H]1CCCO1)CC1(CCC1)O2,5.9,8.229147988357855,Active,604.817,5.397000000000006,3.0,8.0
CHEMBL2407487,nM,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCCC(=O)N1)CC1(CCC1)O2,5.9,8.229147988357855,Active,533.7570000000005,5.601100000000005,3.0,5.0
CHEMBL3656129,nM,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(C#N)c3)cc1C21N=C(N)N(C)O1,5.9,8.229147988357855,Active,420.4880000000002,3.8403800000000023,1.0,6.0
CHEMBL1916159,nM,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3cccnc3)CN2)C1=O,5.9,8.229147988357855,Active,691.8199999999999,3.712200000000002,4.0,7.0
CHEMBL4093123,nM,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cncc(C)c3)ccc1C[C@]21CC[C@@H](OC)CC1,5.9,8.229147988357855,Active,379.50020355600026,3.7287200000000027,1.0,5.0
CHEMBL4110087,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1[C@]21N=C(N)c2ccc(C#N)cc21,5.9,8.229147988357855,Active,421.5440000000002,4.413780000000004,1.0,4.0
CHEMBL3902314,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cnc(C)c(Cl)c3)cc1[C@@]21N=C(C)C(N)=N1,5.9,8.229147988357855,Active,422.9600000000002,4.826420000000004,1.0,5.0
CHEMBL5875042,nM,CC[C@@H]1OCC[C@H]2OC(N)=N[C@](CF)(c3cc(NC(=O)c4cnc(OC(F)F)cn4)ccc3F)[C@@H]12,5.9,8.229147988357855,Active,497.4490000000001,3.1628000000000016,2.0,8.0
CHEMBL5837546,nM,C[C@@]1(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)CC2(CCC(F)(F)CC2)OC(N)=N1,6.0,8.221848749616356,Active,500.4430000000003,5.390100000000003,2.0,5.0
CHEMBL554349,nM,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCc4cccc(C(F)(F)F)c4)cc13)N(C)S(=O)(=O)CC2,6.0,8.221848749616356,Active,628.717,4.493900000000004,3.0,6.0
CHEMBL5776774,nM,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)C(C)(C)S(=O)(=O)[C@@H]3F)c2)cn1,6.0,8.221848749616356,Active,478.49600000000015,3.170300000000003,1.0,7.0
CHEMBL2408751,nM,CCC[C@@]1(C)C[C@H](NC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)c2cc(CC(C)(C)C)ccc2O1,6.0,8.221848749616356,Active,516.6730000000002,5.6337000000000055,3.0,4.0
CHEMBL2408757,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC(C)(C)Oc2ccc(CC(C)(C)C#N)cc21,6.0,8.221848749616356,Active,499.6020000000003,4.357180000000004,3.0,5.0
CHEMBL5746831,nM,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]3(CF)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,6.0,8.221848749616356,Active,478.4960000000002,2.824300000000001,1.0,7.0
CHEMBL541739,nM,CCCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,6.0,8.221848749616356,Active,708.8280000000002,5.713500000000005,3.0,8.0
CHEMBL5850774,nM,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)C[C@@](C)(C(=O)N4CCOCC4)SC(N)=N3)c2)cn1,6.0,8.221848749616356,Active,527.5970000000003,3.3796000000000017,1.0,8.0
CHEMBL5881733,nM,Cc1nc(COc2cnc(/C(F)=C/c3cc(F)c(F)c([C@]4(C)CS(=O)(=O)N(C)C(N)=N4)c3)cn2)c(C)o1,6.0,8.221848749616356,Active,536.5360000000003,3.2113400000000016,1.0,9.0
CHEMBL3670365,nM,C[C@@]1(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,6.0,8.221848749616356,Active,470.8140000000002,3.3166800000000016,2.0,7.0
CHEMBL2030995,nM,CC(=O)N[C@@H](Cc1ccc(F)cc1)[C@H](O)CN[C@H]1C[C@]2(C[C@H](F)C2)Oc2ncc(CC(C)(C)C)cc21,6.0,8.221848749616356,Active,501.6180000000004,4.201500000000004,3.0,5.0
CHEMBL5846673,nM,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CC2(CCC2)OC(N)=N1,6.0,8.221848749616356,Active,393.4220000000003,3.2175800000000008,2.0,6.0
CHEMBL6034650,nM,CC1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CC2(CCCCC2)SC(N)=N1,6.0,8.221848749616356,Active,430.52400000000034,4.981800000000003,2.0,5.0
CHEMBL5875364,nM,Cc1cc(C#Cc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(/C=C/C(=O)N5CCOCC5)C[C@H]43)c2)sn1,6.0,8.221848749616356,Active,514.6230000000003,3.3904200000000024,1.0,7.0
CHEMBL1210363,nM,CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1,6.0,8.221848749616356,Active,694.7760000000001,5.421700000000005,3.0,6.0
CHEMBL3955255,nM,C[C@@]1(c2cc(NC(=O)c3cnc(OCc4ncco4)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,6.0,8.221848749616356,Active,512.3950000000001,3.4552000000000014,2.0,9.0
CHEMBL3354705,nM,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3ccc(F)nc3)ccc1O2,6.0,8.221848749616356,Active,433.4830000000001,5.006800000000004,1.0,6.0
CHEMBL2048044,nM,CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OCC(F)F)c3)[C@@H]2O)c1,6.0,8.221848749616356,Active,514.6100000000002,3.455700000000001,3.0,6.0
CHEMBL3673221,nM,COC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)c2ccccc21,6.0,8.221848749616356,Active,433.5550000000002,5.3192800000000044,1.0,4.0
CHEMBL3422242,nM,Cc1cc([C@H]2C[C@H]3[C@@H](C)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)on1,6.0,8.221848749616356,Active,379.4320000000001,3.6843200000000014,1.0,6.0
CHEMBL3422241,nM,Cc1coc([C@H]2C[C@H]3[C@@H](C)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,6.0,8.221848749616356,Active,379.4320000000001,3.6843200000000023,1.0,6.0
CHEMBL3921692,nM,CO[C@H]1CC[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2COCCO2)C3=O)C[C@@H]1C,6.0,8.221848749616356,Active,438.52800000000036,1.7033799999999995,1.0,7.0
CHEMBL4450749,nM,Cc1cc(Cl)cnc1C(=O)Nc1ccc2c(c1)[C@@]1(C)N=C(N)C(C)(C)S(=O)(=O)[C@@H]1CCO2,6.0,8.221848749616356,Active,476.98600000000033,3.2262200000000014,2.0,7.0
CHEMBL404078,nM,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCC3CC3)CCN2)c1,6.0,8.221848749616356,Active,585.736,4.784620000000005,3.0,5.0
CHEMBL3908843,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3cc(Cl)cc(Cl)c3)cc1C21N=C(N)N(C)C1=O,6.0,8.221848749616356,Active,474.3880000000002,4.899200000000004,1.0,5.0
CHEMBL5900556,nM,C[C@]1(c2cc(/C=C(/F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,6.0,8.221848749616356,Active,495.5550000000004,3.4541800000000027,1.0,7.0
CHEMBL2048045,nM,CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OCC(F)(F)F)c3)[C@@H]2O)c1,6.0,8.221848749616356,Active,532.6000000000003,3.752900000000002,3.0,6.0
CHEMBL2048060,nM,CC1(C)OCc2ccc(CN[C@H]3CS(=O)(=O)C[C@@H](Cc4cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c4)[C@@H]3O)cc21,6.0,8.221848749616356,Active,614.5800000000003,4.151600000000003,3.0,7.0
CHEMBL3960890,nM,CC#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)c1,6.0,8.221848749616356,Active,496.4360000000002,4.203720000000002,2.0,6.0
CHEMBL6035751,nM,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc(C(F)(F)F)cn3)ccc2F)CS1(=O)=O,6.0,8.221848749616356,Active,460.4280000000001,3.5122000000000027,1.0,5.0
CHEMBL6036861,nM,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc(OC(F)(F)F)cn3)ccc2F)CS1(=O)=O,6.0,8.221848749616356,Active,476.4270000000001,3.392000000000002,1.0,6.0
CHEMBL5963873,nM,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc(Br)cn3)ccc2F)CS1(=O)=O,6.0,8.221848749616356,Active,471.3270000000001,3.2559000000000013,1.0,5.0
CHEMBL5815792,nM,Cc1cc(C#N)cnc1/C(F)=C/c1ccc(F)c([C@]2(C)CS(=O)(=O)C(C)(C)C(N)=N2)c1,6.0,8.221848749616356,Active,444.50700000000023,3.647800000000002,1.0,6.0
CHEMBL3904953,nM,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)CO[C@@H](C(F)(F)F)C[C@H]2CS1,6.0,8.221848749616356,Active,520.4550000000002,4.298600000000003,2.0,7.0
CHEMBL5073160,nM,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,6.0,8.221848749616356,Active,469.8260000000002,3.921680000000001,2.0,6.0
CHEMBL429477,nM,COCCN(C[C@H]1C[C@@H]1C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)COC)cc(N(C)S(=O)(=O)C(C)C)n1,6.0,8.221848749616356,Active,575.7760000000001,2.6796000000000024,2.0,8.0
CHEMBL4760131,nM,COC[C@]12C[C@H]1[C@@](CF)(c1cc(NC(=O)c3ccc(Cl)cn3)ccc1F)N=C(N)S2,6.0,8.221848749616356,Active,452.91400000000016,3.7578000000000014,2.0,6.0
CHEMBL3906147,nM,Cc1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)ccc1F,6.0,8.221848749616356,Active,392.4460000000001,4.446920000000003,1.0,4.0
